labels,text,text_hi,text_de
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,कृपया हमारी ग्राहक सेवा प्रतिनिधि को 10 बजे तक के बीच कहते हैं कि आप Wam-9एम के बीच एक गारंटी है 1000 डॉलर या पाउंड 5000 इनाम!,"Bitte rufen Sie unseren Kundendienstmitarbeiter unter 0800 169 6031 zwischen 10 und 21 Uhr an, da Sie einen garantierten $1000 Cash oder £5000 Preis haben!"
ham,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,"बाद में खरीदने की योजना बना ली है. मैं पहले से ही सिर्फ 530 शो की जाँच कर चुका हूँ, जो कि ई. यू. खत्म हो चुका है?","Hab nicht geplant, später zu kaufen. Ich checke bereits Lido nur 530 Show in e Nachmittag. U fertig Arbeit bereits?"
spam,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16","आपका मुक्त अंगूठी उठाया जाना इंतजार कर रहा है. सरल रूप से पासवर्ड ""MIX"" की जांच करने के लिए 8509. ROMe और ब्रिटनी. FOMol, PO249, MK17. 200Pw","Ihr kostenloser Klingelton wartet darauf, gesammelt zu werden. Schreiben Sie einfach das Passwort ""MIX"" auf 85069 zu überprüfen. Holen Sie sich Usher und Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"
ham,Watching telugu movie..wat abt u?,विश्‍व - दर्शन,Sehen telugu film..wat abt u?
ham,i see. When we finish we have loads of loans to pay,मैं देखना. जब हम भुगतान करने के लिए ऋण के ढेर है,"Wenn wir fertig sind, haben wir jede Menge Kredite zu bezahlen."
ham,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?""","हाय, अब ठीक हो गया है! हाँ, एक बिट के लिए एक बिट के लिए. लगता है कि मैं चार में बालों वाले तय किया है इतना पहले से ही घर पर बारिश पाने की जरूरत है. क्या यह यू के लिए कारण है?","Hallo. Wk war ok - auf Hols jetzt! Ja auf für ein bisschen von einem Lauf. Vergessen, dass ich Friseure Termin bei vier so müssen nach Hause zu bekommen n Dusche vorher. Verursacht das Problem für u?"""
ham,I see a cup of coffee animation,मैं कॉफी चल रहा एक कप देख रहा हूँ,Ich sehe eine Tasse Kaffee Animation
ham,Please don't text me anymore. I have nothing else to say.,मेरे पास और कुछ नहीं है.,Bitte sims mir nicht mehr. Ich habe nichts anderes zu sagen.
ham,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,ठीक नाम पर कानूनी के रूप में लंबे समय तक कीमत! हम उन्हें चुन सकते हैं?,Okay Name ur Preis so lange wie seine legale! Wen kann ich sie abholen? Y u ave x ams xx
ham,I'm still looking for a car to buy. And have not gone 4the driving test yet.,मैं अभी भी एक कार खरीदने के लिए देख रहा हूँ। और 4 गाड़ी जाँच अभी तक चला नहीं गया है।,Ich bin immer noch auf der Suche nach einem Auto zu kaufen. Und noch nicht 4 die Fahrprüfung gegangen.
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,जैसा कि प्रति आपकी निवेदन 'Malagagagagaghtagaghuga' (ओएगंखनन्ख) सेट कर दिया गया है सभी प्रतिनिधियों के लिए आपके कॉलर्स के लिए. *9 अपने दोस्तों को फ़ोन करने की प्रतिलिपि बनाने के लिए क्लिक करें,"Gemäß Ihrer Anfrage 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)"" wurde als Anrufer für alle Anrufer eingestellt. Drücken Sie *9, um Ihre Freunde zu kopieren Callertune"
ham,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.","Hoo. आप सही कह रहे हैं! मैं ऐसा करने का मतलब नहीं था. मुझे लगता है कि मैं एक बार मैं बोरटन पुरुषों पर छोड़ दिया है और मेरी खोज स्थान बदल गया है, कुछ परिवर्तन. Cuzin पृष्ठ पर यह अभी भी sooston कहते हैं.","Ich schätze, einmal gab ich auf Boston Männer und änderte meinen Suchort in Nyc, etwas geändert. Cuz auf meiner Signin-Seite sagt es immer noch Boston."
ham,Umma my life and vava umma love you lot dear,मेरा जीवन और vama आप बहुत प्रिय प्यार,Umma mein Leben und vava umma liebe dich sehr
ham,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,मेरे जन्मदिन पर आपकी इच्छा के लिए बहुत धन्यवाद. आप मेरे जन्मदिन को वास्तव में यादगार बनाने के लिए धन्यवाद.,"Vielen Dank für Ihre Wünsche an meinem Geburtstag. Danke, dass Sie meinen Geburtstag wirklich unvergesslich."
ham,"Aight, I'll hit you up when I get some cash","एक कड़ा, मैं मैं कुछ नकद मिलता है जब आप को मारा जाएगा","Ich schlage dich, wenn ich Geld bekomme."
ham,How would my ip address test that considering my computer isn't a minecraft server,कैसे मेरा आईपी पता परीक्षण करता है कि मेरे कंप्यूटर पर विचार करना मेरी धूर्त सर्वर नहीं है,"Wie würde meine IP-Adresse testen, dass unter Berücksichtigung meines Computers kein Minecraft-Server ist?"
ham,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,"मुझे पता है, बूढ़े लोग. मेरी माँ तुम्हारी तरह बेहतर थी तुम झूठ नहीं बोल सकते. फिर मैं हमेशा मजाक खेलने के लिए एक हूँ...","Ich weiß! Grumpige alte Leute. Meine Mutter war wie du besser nicht lügen. Dann wieder bin ich immer derjenige, der Witze spielen..."
ham,Dont worry. I guess he's busy.,"चिंता मत करो, मुझे लगता है कि वह व्यस्त है.","Keine Sorge, ich schätze, er ist beschäftigt."
ham,What is the plural of the noun research?,संज्ञा अनुसंधान का बहुवचन क्या है?,Was ist der Plural der Substantiveforschung?
ham,Going for dinner.msg you after.,रात के खाने के लिए जा रहे हो.,Ich gehe nachher zum Essen.
ham,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,मैं ठीक है अगर यह मैं की तरह 2 नई चीजों की कोशिश कर रहा हूँ. लेकिन मैं डर जाता हूँ की तरह uuuuuuu ने बहुत ज़ोर से नहीं कहा.,Ich bin ok wif es weil ich wie 2 versuchen neue Dinge. Aber ich habe Angst u dun wie Mah. Cos u sagte nicht zu laut.
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,हम आप से संपर्क करने की कोशिश कर रहे हैं. पिछले सप्ताहांत ड्रा दिखाता है कि आप एक पाउंड 1000 पुरस्कार GUUUREEDEEED. कॉल 0.9064010104. वैध 12hs केवल 150.,"GENT! Wir versuchen, Sie zu kontaktieren. Letzte Wochenende ziehen zeigt, dass Sie einen $1000 Preis gewonnen GARANTEED. Rufen Sie 09064012160. Claim Code K52. Nur gültig 12 Stunden. 150ppm"
