labels,text,text_hi,text_de,text_fr
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589","एक मूल्यवान ग्राहक के रूप में, मैं आपको सलाह देने के लिए खुश हूँ कि आपके मोबी एन की हाल की समीक्षा के बाद। आप एक पाउंड 100 डॉलर के इनाम के साथ भुगतान किया जाता है, कॉल 0.90697","Als geschätzter Kunde, Ich freue mich, Sie zu beraten, dass nach der jüngsten Überprüfung Ihrer Mob Nr. Sie mit einem £ 1500 Bonus-Preis ausgezeichnet werden, rufen 09066364589","En tant que client apprécié, je suis heureux de vous informer qu'à la suite d'un récent examen de votre Mob No. vous êtes récompensé avec un Prix Bonus £1500, appelez 09066364589"
ham,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...","आज ""काल्ड समर्पित दिन है."" कौन सा गीत मेरे लिए समर्पित करेगा? यह सब मूल्यवान फ्रेंडों के लिए भेजें लेकिन पहले जवाब मुझे...","Heute ist ""Song gewidmet Tag.."" Welches Lied wird u widmen für mich? Senden Sie dies an alle ur wertvollen frnds aber zuerst rply mich...","Aujourd'hui c'est ""jour de chant dédié... Quelle chanson va-t-on me dédier? Envoyez ceci à tous les frnds précieux mais tout d'abord rply moi..."
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ","PRURRE GRANTC TANT TAS TE के लिए एक प्रशंसा यात्रा का पुरस्कार दिया, AVEREASAS44 या पाउंड1000000.","Dringend UR verlieh eine kostenlose Reise nach EuroDisinc Trav, Aco&Entry41 oder 1000 £. Anspruch auf DIS 87121 18+6 £1,50 (mehrFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ","Urgent UR a accordé un voyage gratuit à EuroDisinc Trav, Aco&Entry41 ou £1000. Pour réclamer txt DIS à 87121 18+6*£1.50(plusFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
spam,"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!",यह केन के सभी सामान के साथ आता है!,"Hast du von der neuen ""Divorce Barbie"" gehört?","Avez-vous entendu parler de la nouvelle ""Divorce Barbie""? Il vient avec tous les trucs de Ken!"
ham,I plane to give on this month end.,मैं इस महीने के अंत पर देने के लिए विमान.,"Ich fliege, um dieses Monatsende zu geben.",J'ai pris l'avion pour donner ce mois-ci.
ham,Wah lucky man... Then can save money... Hee...,"हाँ, भाग्यशाली आदमी... तो पैसे बचा सकते हैं... हे...",Dann kann der glückliche Mann Geld sparen.,L'homme chanceux... peut alors économiser de l'argent...
ham,Finished class where are you.,आप कहाँ हैं कक्षा समाप्त.,"Die Klasse ist beendet, wo du bist.",J'ai fini la classe où tu es.
ham,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,HIBBEABAL अब घर पर अब वे कुछ नहीं करते हैं?,HI BABE IM ZUHAUSE JETZT WANNA etwas tun? XX,"Bonjour, je veux faire quelque chose à la maison? XX"
ham,K..k:)where are you?how did you performed?,के.k: (k) आप कहाँ हैं? तुम कैसे किया?,K.k:)wo bist du?Wie hast du dich aufgeführt?,K.k:)Où êtes-vous?Comment avez-vous joué?
ham,U can call me now...,अमरीकी अब मुझे फोन कर सकते हैं...,Ich kann jetzt anrufen.,U peut m'appeler maintenant...
ham,I am waiting machan. Call me once you free.,"मैं मैडम, एक बार तुम मुक्त मुझे फोन कर रहा हूँ.","Ruf mich an, sobald du frei bist.",Appelez-moi une fois libre.
ham,Thats cool. i am a gentleman and will treat you with dignity and respect.,मैं एक सज्जन हूँ और सम्मान और आप के साथ इलाज होगा.,Das ist cool. Ich bin ein Gentleman und werde Sie mit Würde und Respekt behandeln.,C'est cool. Je suis un gentleman et je vous traiterai avec dignité et respect.
ham,I like you peoples very much:) but am very shy pa.,"मैं तुम्हारी तरह बहुत लोगों को पसंद करता हूँ, लेकिन बहुत शर्म महसूस करता हूँ.",Ich mag euch Leute sehr:) aber bin sehr schüchtern pa.,Je vous aime beaucoup les peuples:) mais je suis très timide papa.
ham,Does not operate after  &lt;#&gt;  or what,Clt;#gt; या क्या,Funktioniert nicht nach &lt;#&gt; oder was,Ne fonctionne pas après &lt;#&gt; ou quoi
ham,Its not the same here. Still looking for a job. How much do Ta's earn there.,यह एक ही यहाँ नहीं है. अब भी एक नौकरी की तलाश में है. कितना ता की कमाई वहाँ है.,Es ist nicht das gleiche hier. Immer noch auf der Suche nach einem Job. Wie viel verdienen Ta's dort.,"Ce n'est pas la même chose ici, toujours à la recherche d'un emploi, combien Ta gagne là-bas."
ham,"Sorry, I'll call later","क्षमा करें, मैं बाद में फोन करेंगे","Tut mir leid, ich rufe später an.","Désolé, je t'appelle plus tard."
ham,K. Did you call me just now ah?,के. क्या तुमने मुझे फोन किया अभी?,K. Hast du mich gerade angerufen?,K. Est-ce que tu m'as appelé tout à l'heure?
ham,Ok i am on the way to home hi hi,ओक मैं घर की छत के रास्ते पर हूँ,Okay ich bin auf dem Weg nach Hause hi hallo,Ok je suis sur le chemin de la maison bonjour
ham,You will be in the place of that man,तुम उस आदमी के स्थान में हो जाएगा,Du wirst an der Stelle dieses Mannes sein.,Tu seras à la place de cet homme.
ham,Yup next stop.,"हाँ, अगले बंद करो.","Ja, nächste Station.","Oui, prochain arrêt."
ham,"I call you later, don't have network. If urgnt, sms me.","मैं तुम्हें बाद में फोन करता हूँ, नेटवर्क नहीं है।","Ich rufe dich später an, habe kein Netzwerk.","Je t'appelle plus tard, n'ai pas de réseau."
ham,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,मुझे केवल 2 टिकट और एक और जैकेट चाहिए और मैं कर रहा हूँ. मैं पहले से ही अपने सभी बहुइयों का उपयोग कर चुका हूँ.,Ich brauche nur noch 2 Tickets und noch eine Jacke und ich bin fertig. Ich habe schon alle meine Multis benutzt.,Je n'ai besoin que de 2 billets et d'une veste de plus et j'ai fini. J'ai déjà utilisé tous mes multis.
ham,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,"हाँ, मैं इसे बनाने के लिए अनुरोध भेजने शुरू किया लेकिन दर्द वापस आया तो मैं बिस्तर में भी हूँ. कारखाने में दो सिक्के भी. मैं अपने सभी nseos में नकद होगा.","Ja, ich begann, Anfragen zu senden, um es zu machen, aber Schmerz kam zurück, so bin ich wieder im Bett. Doppelte Münzen in der Fabrik auch. Ich muss in alle meine Nitros bar.","Oui, j'ai commencé à envoyer des demandes pour le faire mais la douleur est revenue alors je suis de retour au lit. Double pièces à l'usine aussi."
ham,I'm really not up to it still tonight babe,मैं वास्तव में यह अभी भी आज रात बालक करने के लिए नहीं कर रहा हूँ,Ich bin wirklich nicht bis es noch heute Nacht Babe,Je n'en suis pas encore là ce soir.
ham,"Ela kano.,il download, come wen ur free..","अला कानो, डाउनलोड करें, हमन मुक्त आओ.","Ela kano., il download, come wen ur free..","Ela kano.,il téléchargement, venez wen ur gratuitement.."
ham,Yeah do! Don‘t stand to close tho- you‘ll catch something!,मुझे लगता है कि मैं नहीं कर रहा हूँ!,"Ja, tu es! Steh nicht zu, um zu schließen, du wirst etwas fangen!","Ne te tiens pas pour fermer, tu vas attraper quelque chose!"
ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry.,एक दर्द होने के लिए क्षमा करें. क्या यह ठीक है अगर हम किसी और रात मिलते हैं? मैं देर दोपहर में खर्च और इसका मतलब है कि मैं YT4ooo और कि सभी मेरे समय शीटों में शामिल नहीं किया है.,"Tut mir leid, ein Schmerz zu sein. Ist es okay, wenn wir uns noch eine Nacht treffen? Ich verbrachte am späten Nachmittag im Opfer und das bedeutet, ich habe nichts von y Zeug42moro getan und das beinhaltet alle meine Zeitblätter und das. Sorry.",Désolé d'être une douleur. Est-ce que c'est ok si nous rencontrons une autre nuit? J'ai passé la fin de l'après-midi dans la victime et cela signifie que je n'ai pas fait de trucs y42moro et cela inclut tous mes draps de temps et ça. Désolé.
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,"दर्द से मुस्कराते हुए मुस्कराइए जब बारिश की तरह कोई - न - कोई परेशानी उठती है, तो खुशी से झूम उठता है!","Smile in Pleasure Smile in Pain Smile, wenn Probleme strömen wie Rain Smile, wenn Summe1 verletzt U Smile becoz SOMEONE liebt es immer noch zu sehen u Lächeln!!",Smile in Pleasure Smile in Pain Smile when trouble like Rain Smile when sum1 Hurts U Smile becoz SOMEONE aime toujours voir u Smileing!!
